,Geneid,X_filesTien_Cont1_S25sorted,X_filesTien_Cont2_S26sorted,X_filesTien_Cont3_S27sorted,X_filesTien_Zn1_S28sorted,X_filesTien_Zn2_S29sorted,X_filesTien_Zn3_S30sorted
1217,STK10,72,984,1376,1318,1320,820
1219,ACAP1,30,357,434,327,288,188
1221,EVC,117,1411,2046,1644,1420,1057
1222,DERL2,52,725,1020,867,765,493
1223,SIDT1,0,0,11,4,1,6
1224,NDE1,200,2100,3062,2670,2364,1567
1226,TMEM38A,20,232,281,302,271,146
1227,AP1M1,126,1935,2694,2145,2194,1336
1229,IKBKG,0,8,4,7,4,3
1230,XRCC1,71,827,1247,1043,963,679
1232,CYP2W1,1,19,20,18,9,19
1233,MCM2,653,8548,12339,10102,9174,6112
1235,PANX2,22,530,831,540,489,346
1236,SELO,48,691,963,904,721,514
1237,TP63,0,1,4,0,14,0
1239,LLGL2,76,1068,1504,1383,1277,850
1241,CLCN4,70,729,998,769,730,442
1245,FNDC8,0,5,5,10,9,2
1247,KDM5A,573,8159,11724,9012,8110,5570
1248,ADAM11,14,212,313,281,258,151
1249,PPP2R3A,101,1267,1796,1208,1111,699
1250,FERMT2,346,5017,7062,5668,5209,3806
1251,ABCB11,0,4,1,0,8,0
1253,CD5L,0,0,0,0,0,0
1254,PTGS2,0,14,23,35,35,22
1256,MAP3K13,41,745,951,823,782,559
1258,TBX21,0,0,5,2,3,0
1259,VDAC1P1,13,173,272,227,264,191
1265,MRPS34,532,7121,10541,8908,7744,5304
1266,NOTCH3,624,9230,13724,10494,9233,5968
1267,CLNS1A,612,8718,12721,10723,9447,6876
1268,PPP2R2C,18,235,400,269,252,150
1269,TEAD2,142,2048,2709,2087,1897,1176
1271,CDHR2,5,33,71,46,39,28
1272,SNCB,8,283,344,293,273,163
1273,TSG101,67,1100,1719,1376,1334,896
1276,CA12,5,147,223,281,275,168
1277,MGLL,5,31,36,54,32,26
1278,NTN4,3,102,112,205,160,92
1279,BCS1L,67,833,1030,1076,1003,697
1280,NUAK1,134,1724,2229,2690,2497,1710
1282,SLC24A1,65,1141,1595,1297,1104,707
1283,ZNF532,549,7177,10382,6402,6023,4007
1285,LMAN1,394,5292,7469,5605,4871,3486
1286,PTPLAD1,1012,13369,19646,16409,14247,10216
1287,IPCEF1,3,26,44,34,41,28
1289,NOX3,0,0,0,0,0,0
1290,ENO1,3639,49409,69150,58669,53259,35114
1292,C19orf10,162,2717,3571,2874,2561,1745
1293,ANO8,139,2344,2939,2675,2440,1914
1294,TUBE1,0,0,0,0,0,0
1296,TXK,0,7,7,6,0,0
1297,WSCD2,5,101,119,75,80,47
1300,ACTR6,63,924,1286,1032,1016,632
1301,TIPIN,60,896,1155,1130,966,666
1302,SRI,91,1537,2210,1679,1648,1158
1304,NUP37,94,1201,1588,1464,1370,979
1305,SEMA3A,210,2716,4002,2627,2376,1458
1307,SEMA3C,1,14,36,45,52,48
1309,ACAT1,223,3095,4485,4418,3832,2888
1312,WNT8B,0,0,1,3,5,0
1314,SLC25A40,73,941,1384,1105,1002,671
1315,TIMM21,62,1021,1440,1348,1187,777
1317,FGF4,70,1009,1447,845,711,456
1319,VPS9D1,6,184,268,208,173,117
1322,SLC25A3,1316,18147,25016,21712,20072,13804
1323,FNDC3B,182,2187,3111,1981,1944,1329
1324,FOSL2,23,378,416,858,746,543
1325,CACNG5,5,35,47,28,34,16
1326,CACNG4,38,457,692,1068,902,650
1327,FRYL,107,1404,1980,1548,1172,893
1330,ACTB,10668,138400,203677,194059,172273,110870
1331,MOCOS,13,134,198,208,183,127
1333,ATP12A,6,77,130,71,43,38
1336,RAB7A,662,8979,13076,10349,8972,5744
1337,BCAP29,107,1552,2304,1977,1617,1191
1339,SART3,528,8010,11168,9491,8524,5830
1340,ARHGAP15,0,2,6,6,1,2
1343,EXOSC7,183,2445,3602,3263,3001,2105
1344,KIFAP3,34,418,580,535,459,366
1346,MCM6,666,9496,13588,10804,9782,6746
1347,REXO2,308,4122,5921,5865,5558,3782
1348,RBM7,167,2204,3336,2699,2063,1671
1349,RBMS2,41,413,598,706,618,404
1350,BAZ2A,998,14088,19561,13728,12531,8716
1353,UNG,365,5059,6892,6118,5602,3584
1354,FMO4,9,108,151,135,90,69
1355,KLHL20,110,1342,1955,1418,1297,915
1357,SLC46A1,0,2,2,3,0,0
1358,PLXNA2,44,300,550,671,625,374
1364,PAG1,0,24,18,66,39,32
1365,GPATCH1,43,512,838,673,580,435
1366,ICAM3,102,1041,1514,1097,942,659
1369,GPC4,555,7523,10618,8855,8289,5713
1371,CAMSAP3,98,1120,1513,1282,1133,816
1373,XAB2,342,4385,6287,5529,4943,3294
1377,NMRK2,85,1100,1332,1984,1868,1219
1378,DGKD,124,1667,2268,2250,1931,1388
1379,CTTNBP2,53,854,1096,786,712,480
1380,ACTL6B,0,18,22,16,7,7
1382,TOP2B,1511,19796,28022,22797,20110,13782
1385,UBE2T,122,1872,2707,2225,2210,1503
1389,IL4R,69,1046,1416,1479,1281,847
1392,CAPN6,42,354,503,468,371,199
1394,SNRPA,359,4646,6876,5927,5357,3517
1396,EXOSC5,47,735,965,840,710,466
1400,FAM76B,132,1701,2401,2029,1626,1185
1402,TYR,0,0,0,0,0,0
1403,POLD3,248,3316,4463,3834,3458,2397
1404,ACTN2,23,253,422,467,356,293
1406,GPR137B,18,246,344,354,311,187
1407,NAALAD2,57,705,964,810,702,493
1412,FKBP6,0,0,0,1,0,0
1413,GTF2I,78,950,780,1109,777,255
1416,ITGA8,0,0,0,0,0,0
1417,CST7,0,0,1,3,2,6
1421,ARAF,176,2637,3714,3007,2764,1834
1422,MCCC1,83,1311,1889,1381,1181,861
1423,LAMP3,0,11,18,11,7,7
1424,FAP,0,0,0,0,0,0
1426,ACER3,9,110,207,174,125,99
1427,UBE2K,579,7198,10141,7661,7134,4949
1428,PIK3C3,89,1094,1664,1179,1060,809
1429,N4BP2,127,1799,2188,1755,1610,1025
1430,C12orf5,93,1164,1615,2294,2097,1411
1432,SYNJ2,50,758,1233,951,867,630
1435,PMS2P1,23,417,647,500,460,337
1439,EDN1,0,16,39,60,40,42
1443,FGF20,2,2,4,1,6,0
1444,P2RY10,0,0,0,0,0,0
1445,ITM2A,53,767,1174,855,764,518
1447,VDAC3,333,3965,5984,5282,5040,3413
1451,BRINP1,227,2360,3434,2228,2154,1411
1452,ITCH,213,2951,4168,3444,2973,2101
1454,TP53INP2,23,347,530,396,316,250
1457,BPIFB2,0,0,2,0,0,0
1460,UBE2D4,36,489,667,679,685,420
1463,CDH17,0,2,5,22,5,5
1464,THOC1,117,1733,2550,2037,1769,1437
1467,SLC1A3,49,482,722,529,515,377
1469,LXN,5,69,125,75,99,74
1473,REXO1,247,3113,4301,3889,3328,2093
1478,SENP1,169,2206,3118,2932,2450,1746
1480,CIC,229,2762,3590,3001,2759,1853
1481,LIPE,18,253,307,248,201,102
1482,FDFT1,1039,13373,19055,12340,11207,7727
1483,PAFAH1B3,93,1334,1947,1534,1282,923
1485,AFM,0,2,0,0,0,0
1486,KIF22,641,8270,11212,8823,7858,5449
1487,SCGN,0,0,0,0,0,0
1495,STX7,54,1402,2007,1783,1556,1011
1497,KEAP1,361,5062,7251,5824,5186,3391
1498,DDX43,0,0,0,0,0,0
1499,PTPRH,1,14,21,30,19,32
1502,CRYBG3,33,335,465,312,309,185
1504,SCTR,3,25,43,25,26,14
1507,RAB21,326,4177,6158,4943,4059,2868
1508,SLC4A4,2,57,60,73,35,32
1510,RDH8,0,0,0,0,0,0
1511,SESN1,36,623,843,1414,1180,911
1512,MID2,8,112,169,134,153,94
1513,PIH1D3,0,0,0,2,2,0
1514,COL5A3,12,232,270,275,196,158
1516,KIAA0020,320,4728,6571,6485,5812,3948
1517,CPB2,0,5,7,0,0,6
1522,CPOX,99,1428,2282,1507,1555,1088
1526,RBL1,83,1061,1677,1242,1110,759
1529,CFHR2,0,0,0,0,0,0
1531,NDC80,150,2149,2985,2158,1974,1316
1532,AP4E1,42,594,767,658,572,357
1533,RSBN1,171,2136,2822,2163,1925,1244
1535,CXCL2,0,2,1,2,7,4
1536,AFP,0,0,0,0,2,2
1540,CDH7,2,38,37,19,20,14
1542,PCNP,430,5934,8485,7200,6741,4395
1544,ARG2,33,386,552,533,446,290
1545,MEF2C,15,110,177,168,165,113
1547,CACNA1S,0,44,41,36,25,22
1548,PKP1,0,5,0,2,4,0
1549,UBA5,87,1323,1970,1791,1323,1039
1550,STK17B,56,1042,1472,1296,1134,845
1552,ZNF510,111,1029,1531,1307,1136,796
1553,LRP2,0,80,136,141,113,48
1554,ZNF506,37,953,1225,1061,824,675
1555,JMJD4,17,309,458,338,257,189
1556,DUSP12,155,2319,3129,2466,2233,1644
1558,KIAA0141,124,1794,2599,2083,1857,1331
1559,SLC13A1,0,0,0,0,0,0
1561,PCDHB4,1,1,7,0,0,1
1564,HSPB11,128,1660,2236,2123,1895,1432
1565,PHLPP1,122,1483,2223,1636,1533,916
1566,ATP8B1,0,55,77,70,86,64
1567,IL12RB2,7,66,82,70,53,47
1569,WDR70,67,893,1272,966,864,659
1572,STRADB,178,2312,3529,2794,2560,1637
1576,ME2,153,2710,3545,3356,3017,1916
1578,CCNT2,319,4438,5924,4766,3967,2803
1580,COL19A1,2,8,5,7,3,8
1583,DLG3,346,4738,6263,5332,4751,3352
1584,KCNK2,4,50,43,42,43,22
1585,SERTAD4,75,1128,1650,1618,1363,991
1588,GEMIN5,167,2091,2862,2895,2427,1646
1589,OPRK1,13,323,372,318,255,227
1593,ITGB5,354,5195,7194,6208,5591,3751
1596,C4orf6,0,2,1,0,0,1
1599,PALB2,193,3249,4469,3711,3063,2315
1601,LYRM2,42,655,1073,929,760,525
1603,KAT6A,399,4618,6562,5220,4658,3266
1606,GRHL2,0,0,8,3,2,3
1610,ITGAE,22,303,400,352,339,255
1613,TDRD3,51,726,1014,782,762,560
1614,AC000111.6,0,0,0,0,0,0
1615,NUFIP1,48,866,1168,1144,1031,698
1617,OXCT1,9,121,152,147,160,93
1618,RRAGB,40,470,675,572,519,421
1619,EPYC,0,0,2,0,0,0
1621,SLC27A5,22,299,361,351,350,244
1622,ZNF324,16,228,336,284,222,145
1623,ZNF671,35,427,581,564,413,306
1624,ZNF416,21,389,534,473,365,294
1627,ZNF8,0,0,0,0,0,0
1628,ZNF264,29,352,466,481,328,224
1629,RPS5,1125,14748,20596,18460,16846,11264
1630,FAT1,542,7083,10807,8278,7450,4991
1631,YTHDC1,1,0,0,0,0,0
1632,CHMP2B,200,2978,4384,3751,3085,2328
1633,SMAP2,45,629,813,647,649,452
1635,ZMPSTE24,210,3003,4328,3532,2799,2052
1636,STARD7,599,8825,12252,10818,9606,6743
1637,NOA1,140,2042,2627,2340,2129,1437
1639,HAL,4,49,56,61,80,46
1643,KIAA1467,207,2730,4022,3155,2793,1974
1645,WBP11,1665,21201,30852,27466,24469,16528
1646,EIF3I,724,9850,13606,11430,10629,7080
1647,NKAIN1,202,2894,4055,3973,3303,2191
1650,APOB,2,74,131,109,90,53
1653,EFR3B,16,171,239,287,217,147
1654,KIF3C,324,4084,5718,4705,4189,2764
1655,RAB10,468,7044,9814,8067,7133,4976
1656,GCKR,0,8,10,1,8,9
1657,HADHA,576,8205,11713,10573,9418,6555
1658,MAPRE3,12,163,232,202,195,103
1659,CAD,986,12991,18582,16387,14847,9745
1661,CD82,11,135,170,226,183,133
1664,TAF9,2,5,4,6,2,1
1665,FCN1,0,1,0,0,0,0
1669,PREP,158,2232,3272,2834,2628,1743
1670,HACE1,87,1241,1626,1306,1161,747
1680,ZNF213,68,921,1227,1143,966,673
1681,AKR1B1,282,4559,6525,5925,5370,3375
1682,CPNE3,57,886,1324,1042,839,616
1683,RRN3,115,1873,2837,2670,2311,1569
1685,WNT11,2,35,45,67,52,45
1687,DDHD2,214,2422,3388,2969,2611,1924
1690,ORC1,327,3561,5118,4207,3694,2593
1691,MGST2,19,145,212,179,171,107
1694,USP40,132,1698,2404,1788,1544,1034
1695,POMGNT1,330,4042,5614,5147,4531,2945
1696,RAD54L,167,2312,3298,3253,2986,1937
1699,B4GALT1,122,1493,2257,1767,1694,1046
1700,CHMP5,155,1942,2903,2611,2232,1537
1702,AQP6,0,3,5,5,3,1
1703,DIMT1,148,1993,2775,2649,2274,1681
1706,EIF2AK1,579,8035,11650,10507,9239,6238
1707,NME8,12,106,144,92,72,54
1708,EPDR1,117,1364,1970,1844,1662,1045
1712,HBQ1,6,121,129,137,98,100
1713,ITPKC,29,523,753,616,576,382
1714,CEACAM6,0,0,0,0,0,0
1715,FAT2,9,80,104,97,99,68
1716,RBM22,103,1535,2383,2209,2064,1295
1717,TMED2,572,8750,12490,10232,9160,6279
1718,ERO1LB,26,279,410,328,280,188
1720,HSD17B2,0,3,2,9,2,1
1721,TXLNG,376,5253,7546,7344,6504,4541
1725,ZW10,110,1826,2644,2257,2022,1391
1727,MYBPC2,1,34,52,17,49,24
1728,NOX4,13,127,242,223,225,173
1731,PPP1R15A,38,486,727,1093,869,625
1732,HSD17B14,26,465,777,629,516,325
1733,TRIP6,456,6315,8852,9160,8120,5660
1734,ACHE,23,243,351,422,356,243
1735,FTL,3395,44613,60870,68747,59775,41619
1738,NLK,83,1158,1779,1325,1166,801
1740,ADAMTS2,27,338,462,342,340,258
1741,TMPRSS11E,0,0,0,0,0,0
1744,PSMC5,280,3170,4542,3846,3541,2322
1746,CETP,0,4,1,5,2,0
1747,MMP2,402,5613,8221,9039,8312,5297
1748,MT3,0,0,2,0,0,0
1749,LPCAT2,13,281,399,410,362,251
1750,GNAO1,119,1476,2188,1464,1251,850
1755,L2HGDH,86,1298,1811,1648,1375,982
1756,TXNDC16,80,1232,1721,1366,1174,798
1757,C14orf166,378,4896,6784,6042,5322,3858
1759,GMCL1,137,1765,2536,2140,1822,1237
1761,KLHL42,381,5107,7278,6458,5329,3750
1767,TFAP2C,110,1271,1712,2063,1700,1043
1770,PIR,140,1826,2502,1742,1654,1156
1772,RFX2,16,221,301,166,201,116
1773,SLC6A14,0,0,0,0,0,0
1775,SULT2B1,0,5,18,10,25,4
1778,GP6,0,0,0,0,0,0
1779,PTPN4,134,2336,3161,2036,1917,1208
1780,DDX18,468,6607,9173,8464,7458,5364
1782,GNA11,117,2113,2914,2360,2073,1331
1784,EDEM2,53,966,1169,1097,1034,610
1786,REM1,0,0,4,0,1,6
1789,PDRG1,60,882,1074,1023,1058,682
1794,TGDS,69,972,1379,1164,1215,747
1797,COQ9,91,1459,1993,1585,1416,1036
1799,KIF9,12,249,304,368,370,269
1800,ARHGAP28,54,805,1146,879,736,472
1801,CRLS1,145,2094,2869,2473,2274,1536
1802,DEFB127,0,0,0,0,0,0
1806,SIGLEC1,0,0,3,1,4,2
1809,SLC4A11,108,1549,1975,2251,2090,1322
1811,ZNF343,31,585,694,536,491,281
1813,CPXM1,287,4007,5388,4371,3741,2742
1816,F11,2,24,30,12,25,2
1817,XRN2,480,6698,9774,7493,6865,4446
1819,DYNLL1,708,10446,14032,11625,10377,7235
1824,MAPKAPK5,163,2224,3134,2648,2462,1618
1828,ANAPC5,129,1834,2643,2314,2154,1729
1830,SLC8B1,65,927,1178,949,889,661
1835,LHX5,0,15,20,12,17,10
1837,OAS1,8,85,119,94,93,50
1838,GCN1L1,1036,12882,18340,15497,14158,9310
1841,SIRT4,4,40,52,43,38,42
1845,CHGB,139,1506,2476,2442,2381,1463
1846,PEBP1,973,13512,18769,15994,14223,9906
1849,ERP29,676,9226,13311,10923,10155,7461
1860,KCNH4,0,7,8,33,9,13
1862,GMIP,30,501,777,690,549,395
1865,LAG3,25,366,520,445,391,298
1866,MLF2,1480,20458,28985,25469,22653,15031
1867,OTUB2,19,178,276,246,268,165
1869,ZBTB25,50,706,934,918,826,565
1872,ANKRD24,19,371,556,326,339,281
1873,DHX32,81,1287,1730,1572,1376,871
1874,RCOR1,146,2007,3079,2243,2086,1420
1877,BLVRB,64,695,872,692,715,464
1878,SLC9A1,181,1841,2779,2425,2240,1508
1879,SPTLC1,192,2811,4056,3415,3096,2102
1883,RGS1,0,0,0,1,0,0
1884,YPEL3,19,400,563,475,390,308
1886,NDUFB2,89,1040,1533,1349,1278,905
1887,NUDC,1228,16783,24199,22499,19922,14323
1889,ICAM1,33,428,670,742,698,499
1891,IRAK3,4,28,52,49,29,28
1892,LYZ,0,2,8,5,3,2
1893,SI,0,0,0,0,0,0
1894,MUL1,57,738,1113,875,836,544
1895,TFAP4,159,2246,2932,2810,2230,1656
1897,SPG21,200,3091,4306,3931,3556,2449
1898,FETUB,0,12,24,30,20,19
1899,DNAJB11,217,3381,4826,3935,3378,2324
1900,LEPREL1,92,1065,1611,1178,1061,719
1903,FLT3LG,4,8,15,16,3,3
1905,GNPTG,61,809,1009,959,910,663
1907,GOLGA3,358,4314,5538,5079,4608,3220
1908,PABPC4,785,11833,17132,15434,13739,9132
1910,CERS4,189,2930,3880,3365,3166,2060
1913,EFNB1,306,4533,6113,5514,4866,3068
1914,PDPR,273,3377,4992,4377,3580,2460
1916,GLG1,853,10902,15987,10915,10440,6764
1919,FCGBP,7,36,32,30,25,19
1921,DLL3,4,42,74,34,24,35
1922,NAT14,91,1130,1410,1344,1038,668
1923,PITPNM2,93,1322,1804,1461,1267,876
1925,RBM27,275,3145,4427,3507,2972,2105
1926,POU4F3,0,0,0,0,0,6
1930,PUS7,230,2724,3984,3574,3333,2192
1931,LAMB4,0,0,0,0,0,0
1933,LAMB1,654,7846,11420,9444,8830,5866
1934,SLC26A4,0,3,4,4,2,0
1935,SLC26A3,0,1,2,2,11,2
1936,DLD,338,4870,6807,5355,4743,3478
1937,WDR7,40,643,990,671,649,389
1938,TXNL1,186,2887,4263,3220,2849,2047
1941,CMTM6,307,4493,6767,5093,4608,3251
1945,SMPX,0,14,4,10,12,7
1946,FH,317,4654,6557,5809,5167,3666
1947,SEL1L3,170,2557,3777,2936,2767,1842
1951,ALKBH5,240,2431,3538,3275,2790,1923
1952,APOH,0,0,0,0,0,0
1955,SPAG7,224,2648,3912,3281,2795,2086
1956,ORC6,254,3721,4867,4720,4305,2973
1958,SLC17A6,0,0,2,2,2,0
1959,CPA1,0,0,0,0,0,0
1962,RGS17,19,295,468,301,284,190
1963,ANGPT2,0,5,14,11,4,6
1964,TMEM101,88,959,1280,1104,913,638
1967,CMA1,0,2,0,0,0,0
1969,PPP2R3C,35,610,848,717,593,453
1973,CEBPE,0,2,0,2,3,0
1975,OSGEP,79,1173,1521,1360,1246,938
1980,HECTD1,518,6870,9939,8343,7109,5003
1982,RPGRIP1,0,33,42,37,27,32
1983,SUPT16H,1193,16282,23857,21868,19330,13869
1984,TOX4,75,1423,1829,1545,1484,984
1986,TGM1,1,49,38,76,65,40
1988,DAZL,20,149,205,123,126,110
1989,TBL1Y,8,61,107,66,93,64
1991,TRPM7,196,2754,3765,3085,2654,1859
1992,TYRO3,485,6434,9547,6740,6062,4009
1993,WDR76,70,1034,1363,1099,921,653
1995,SNAP23,69,1211,1732,1479,1321,925
1996,TBX15,64,939,1240,895,889,517
1997,PHGDH,3308,44758,62384,40994,38030,25511
2001,AGO1,945,13010,17910,15934,14022,9901
2002,TEKT2,2,27,38,34,36,28
2003,CLSPN,261,3418,4870,4814,4052,2900
2005,UNC13D,8,96,141,133,90,73
2006,MFSD11,42,414,521,413,398,270
2008,TGFB2,3,24,52,52,45,27
2009,GPATCH2,124,1580,2341,1777,1505,1142
2011,CDC45,72,1059,1628,1495,1292,869
2012,COMT,82,1300,1588,1497,1269,868
2015,VNN3,0,0,0,0,0,0
2018,SEC22C,233,2505,3600,3220,2706,1916
2019,XYLB,44,496,743,698,661,412
2021,OR1I1,0,0,0,0,0,0
2023,KRT31,0,0,0,0,0,0
2024,CDC6,301,3793,5418,4536,4044,2915
2025,UPRT,77,920,1166,1125,971,675
2026,CDC23,164,2100,2988,2546,2286,1608
2027,AAAS,188,2711,3916,3135,2921,2013
2028,CBX5,1495,19671,27929,21078,19001,12703
2029,FMO2,2,2,1,7,3,8
2030,SUCO,306,4974,7139,5112,4593,3360
2031,MSH2,766,10937,15185,11204,10031,6986
2032,MAP3K1,135,1497,2299,1915,1686,1109
2034,HOOK2,76,1097,1526,1292,1113,918
2035,NXPE1,0,0,0,0,2,0
2036,ARCN1,34,323,302,643,881,156
2038,TMEM38B,102,1176,1647,1388,1133,813
2039,PSMD5,141,1963,2734,2295,2033,1545
2046,DFNB31,82,1411,2058,1642,1294,935
2047,PDE6C,0,2,8,5,10,0
2050,BTAF1,323,3697,5259,4366,3655,2572
2051,IKZF5,38,624,857,634,607,445
2053,TLL2,6,166,230,190,210,149
2054,CYP26A1,23,340,486,270,238,154
2055,TDRD1,0,0,0,0,0,0
2057,CRTAC1,1,33,51,49,65,56
2058,BAMBI,344,4687,6307,6805,6321,4318
2059,IL11,1,33,38,34,39,30
2064,TPSD1,0,22,46,42,17,26
2065,C19orf77,4,33,74,38,29,18
2068,KCNK16,0,0,0,0,0,0
2069,CRISP3,0,0,0,0,0,0
2073,MRPS18A,26,400,558,482,461,288
2075,TMEM14A,17,166,218,225,191,134
2077,NCR2,0,0,0,0,0,0
2079,MLN,0,33,51,50,47,34
2080,CDC5L,263,3664,5202,4480,3960,2620
2081,ITPR3,226,2694,3694,3411,2891,2021
2083,DSP,431,5990,8804,8439,7488,4841
2084,SIRT1,243,3475,4888,3749,3259,2386
2087,JAK2,19,307,515,446,362,242
2092,CDC7,263,4279,5878,4477,3938,2880
2093,SYDE2,29,519,758,829,732,496
2094,PCSK5,36,458,769,575,508,389
2095,SCD,1075,13728,20116,12701,11620,7816
2096,TMED1,49,549,698,550,519,303
2098,ERMP1,166,2333,3249,3040,2701,1863
2103,PALMD,0,0,6,2,0,0
2104,TSPAN15,2,46,48,39,50,44
2105,H2AFY2,100,1183,1710,1558,1365,995
2107,MAST3,29,526,712,790,626,506
2108,MZF1,50,501,757,628,557,399
2109,OCEL1,28,469,552,495,447,313
2110,MYO9B,471,6038,8447,6742,5935,4185
2111,KCNK6,4,54,41,84,64,60
2113,PSMD8,237,4753,6363,5291,4814,3363
2115,STX1B,7,217,266,240,212,90
2116,HSD3B7,5,95,146,113,101,75
2118,BCL7C,11,326,462,446,407,285
2119,MAGEB2,0,0,0,0,2,0
2120,EFNA2,57,665,967,942,888,567
2121,CIRBP,889,11830,16064,13125,11419,8405
2122,ATP5D,270,3793,5050,4472,4306,2863
2123,C19orf26,56,752,1060,1057,933,722
2125,AMELY,0,0,1,0,0,0
2127,IGFALS,0,8,8,11,15,6
2128,HNRNPM,1541,21115,30153,25516,22405,15866
2129,MARCH2,62,944,1226,1178,1045,643
2130,NDUFB7,273,3687,5055,4570,4151,2699
2131,TECR,248,3188,4803,4131,3744,2217
2132,TIMM13,265,3824,5025,4080,3563,2408
2133,CDC34,317,4407,5860,5163,4683,3045
2135,MISP,2,38,50,40,39,14
2137,POLR2E,447,6127,8799,6880,6363,4231
2138,POLRMT,402,4858,6947,6762,6015,3988
2139,HCN2,24,375,546,621,505,373
2141,IZUMO4,2,24,32,53,21,34
2143,GADD45B,34,401,495,771,761,540
2146,IGF2-AS,0,4,2,0,0,0
2148,ARVCF,99,1625,2036,1664,1454,963
2154,SERPIND1,0,4,0,0,6,3
2155,SNAP29,67,773,1119,847,735,587
2156,CRKL,434,5470,7413,6455,5767,3879
2158,MMP11,12,67,76,58,46,26
2163,SLC7A4,0,0,4,4,4,1
2165,DDTL,4,337,62,63,80,41
2166,DDT,24,287,439,326,271,199
2167,GSTT2,0,15,4,14,14,10
2168,OSM,0,0,0,0,0,0
2176,SEC14L3,0,0,0,2,0,0
2181,SNRPD3,486,6919,9054,7547,6195,4508
2186,PPM1F,84,1091,1434,1385,1312,874
2189,CRYBB3,0,3,7,11,4,3
2191,DGCR14,50,660,981,850,746,584
2192,CRYBB2P1,72,1049,1443,1310,1076,776
2195,LRP5L,19,281,388,358,292,231
2196,SLC25A1,6,642,101,280,60,44
2198,PLA2G3,43,469,596,314,275,182
2199,LGALS2,2,1,9,4,5,1
2204,LGALS1,11,142,158,165,176,98
2206,PIK3IP1,2,53,89,43,47,47
2208,SRRD,55,660,959,847,780,482
2213,GGTLC2,1,0,0,0,0,0
2214,CRYBB1,4,25,31,26,22,12
2215,ANKRD54,29,529,655,534,541,334
2217,NHP2L1,220,3085,4215,4061,3811,2680
2218,MICALL1,90,1138,1768,1875,1592,1060
2221,CCDC134,12,171,244,191,165,114
2225,SLC16A8,2,70,57,40,67,34
2228,SLC5A1,0,0,0,4,0,2
2230,SLC5A4,0,3,3,6,0,2
2231,KDELR3,7,152,286,207,209,164
2234,DMC1,21,327,466,428,345,299
2236,HSCB,5,116,154,120,120,85
2237,CBY1,37,430,587,451,423,314
2238,TOMM22,226,3090,4266,3900,3412,2331
2239,RTDR1,0,4,3,2,2,3
2241,RTCB,247,3625,5189,4565,4340,2890
2242,JOSD1,132,1564,2333,2076,1925,1412
2246,RAB36,0,36,57,45,42,21
2252,DNAL4,34,345,471,395,356,295
2253,C22orf31,0,2,0,0,0,0
2254,MIOX,3,34,48,53,34,31
2256,RHBDD3,156,1898,2727,2198,1820,1262
2259,RASL10A,1,100,144,180,167,109
2261,HMGXB4,178,2190,3045,2791,2458,1595
2263,NEFH,59,789,1051,886,801,599
2265,BIK,4,140,149,143,93,61
2267,MCAT,27,481,667,635,590,384
2268,THOC5,77,1174,1667,1588,1497,1061
2273,RASD2,7,94,127,97,97,85
2275,CBX7,8,157,240,132,119,55
2277,ACR,0,5,9,7,7,6
2278,CABP7,0,14,9,8,13,11
2283,TAB1,124,1436,2152,1525,1481,1084
2286,MIEF1,151,2060,2851,2405,2245,1498
2288,PNPLA5,4,41,81,83,51,33
2290,PNPLA3,49,615,913,548,596,373
2294,TXN2,163,1870,2683,2145,1925,1340
2301,PVALB,1,37,74,24,54,33
2304,CSF2RB,0,0,3,0,0,5
2306,UPK3A,0,0,0,0,2,0
2307,FAM118A,69,1102,1280,1322,1167,715
2309,ST13,808,9934,14487,12751,11823,8063
2310,IL2RB,31,378,525,406,349,240
2311,RBX1,26,465,761,569,502,444
2312,EP300,598,7831,11625,8963,8028,5072
2317,PHF5A,51,1201,1768,1552,1398,999
2320,TRMU,127,1778,2265,2268,1968,1408
2321,PMM1,18,343,461,280,291,203
2322,DESI1,136,1973,2927,2792,2405,1711
2323,CERK,379,4799,6688,5229,4663,3156
2325,ZBED4,193,2470,3444,2945,2864,1719
2329,ABHD4,98,1321,1950,1326,1208,760
2330,KHNYN,123,1864,2544,1827,1753,1201
2331,FKBP3,150,2113,2853,2436,2147,1707
2333,CTSG,0,0,2,0,0,0
2334,GZMH,0,0,2,0,0,1
2335,GZMB,0,5,4,2,5,5
2340,POLE2,63,785,1208,1025,804,573
2341,VCPKMT,18,233,354,339,258,192
2342,SOS2,55,938,1195,922,914,591
2343,CDKL1,11,119,123,174,140,86
2346,TRIM9,4,106,133,134,191,93
2347,PSMC6,270,3446,4978,3845,3626,2705
2348,GNPNAT1,105,1630,2272,2124,1809,1216
2351,CNIH1,63,1107,1550,1482,1227,841
2352,CGRRF1,20,191,304,209,216,144
2353,ATP6V1D,81,1428,2014,1960,1761,1096
2354,C14orf105,0,0,0,1,0,0
2355,PLEK2,0,0,2,1,0,0
2356,PIGH,6,57,80,62,83,56
2358,PSMA3,227,3242,4633,4054,3482,2342
2359,VTI1B,157,2363,3190,2615,2350,1578
2360,TIMM9,41,530,787,718,592,454
2363,TMED8,119,1665,2505,2096,1895,1223
2364,SAMD15,0,9,20,7,18,4
2365,AHSA1,291,3968,5524,5514,4875,3386
2368,SPTLC2,134,1926,2762,2270,2111,1416
2371,ALKBH1,32,396,604,454,401,334
2372,SNW1,233,3296,4687,3858,3624,2551
